Date,Name,Year,Letterboxd URI,Rating
2022-09-08,The Mummy,1999,https://boxd.it/2a7a,2
2022-09-17,World War Z,2013,https://boxd.it/2p2E,4
2022-09-21,Thor: Love and Thunder,2022,https://boxd.it/mMAY,3.5
2022-09-24,Us,2019,https://boxd.it/gnV6,4.5
2022-10-09,Do Revenge,2022,https://boxd.it/sFiA,2.5
2022-10-13,Entergalactic,2022,https://boxd.it/CPN4,3
2022-10-16,Sinister,2012,https://boxd.it/2TnW,3.5
2022-10-23,Smile,2022,https://boxd.it/xjfE,1.5
2022-11-02,Werewolf by Night,2022,https://boxd.it/xMrO,3.5
2022-11-03,Enchanted,2007,https://boxd.it/24co,3.5
2022-11-05,Casablanca,1942,https://boxd.it/2aG0,4
2022-11-07,Enola Holmes 2,2022,https://boxd.it/vfDe,4
